varname,LABEL,file,MEMNAME,picsure_type
BLOODS01,,clinical_form01.csv,FORM01,categorical
VENACC01,,clinical_form01.csv,FORM01,categorical
REFUSE01,,clinical_form01.csv,FORM01,categorical
TUBE1_01,,clinical_form01.csv,FORM01,categorical
TUBE2_01,,clinical_form01.csv,FORM01,categorical
TUBE3_01,,clinical_form01.csv,FORM01,categorical
TUBE4_01,,clinical_form01.csv,FORM01,categorical
CENTR_01,,clinical_form01.csv,FORM01,categorical
SLIDES01,,clinical_form01.csv,FORM01,categorical
DIFVEN01,,clinical_form01.csv,FORM01,categorical
HMTOMA01,,clinical_form01.csv,FORM01,categorical
FAINT01,,clinical_form01.csv,FORM01,categorical
OTHPRO01,,clinical_form01.csv,FORM01,categorical
ANOTHER,,clinical_form01.csv,FORM01,continuous
CERT_SIG,,clinical_form01.csv,FORM01,continuous
C_VISIT,,clinical_form01.csv,FORM01,categorical
QV01_DT,QV01 Date (days since enrollment),clinical_form01.csv,FORM01,continuous
ID_OTHER,,clinical_form01.csv,FORM01,continuous
NC_OTHER,,clinical_form01.csv,FORM01,categorical
CSSCDDOC,,clinical_form01.csv,FORM01,continuous
RAND_ID,,clinical_form02.csv,FORM02,categorical
FORM,,clinical_form02.csv,FORM02,continuous
REV,,clinical_form02.csv,FORM02,continuous
VISIT,,clinical_form02.csv,FORM02,categorical
VIS_DT,Visit Date (days since enrollment),clinical_form02.csv,FORM02,continuous
FOLIC,,clinical_form02.csv,FORM02,continuous
TAB_CNT,,clinical_form02.csv,FORM02,continuous
DAILYTAB,,clinical_form02.csv,FORM02,continuous
MISS3DYS,,clinical_form02.csv,FORM02,continuous
ONE_DAY,,clinical_form02.csv,FORM02,continuous
DIARY,,clinical_form02.csv,FORM02,continuous
TEN_DAYS,,clinical_form02.csv,FORM02,continuous
N_CRIS01,,clinical_form02.csv,FORM02,continuous
LT3_02,,clinical_form02.csv,FORM02,continuous
PROTEC02,,clinical_form02.csv,FORM02,continuous
TR2MO_02,,clinical_form02.csv,FORM02,continuous
PREG_02,,clinical_form02.csv,FORM02,continuous
HOLDS_02,,clinical_form02.csv,FORM02,continuous
BLOODS02,,clinical_form02.csv,FORM02,continuous
VENACC01,,clinical_form02.csv,FORM02,continuous
REFUSE02,,clinical_form02.csv,FORM02,continuous
TUBE1_02,,clinical_form02.csv,FORM02,continuous
TUBE2_02,,clinical_form02.csv,FORM02,continuous
TUBE3_02,,clinical_form02.csv,FORM02,continuous
TUBE4_02,,clinical_form02.csv,FORM02,continuous
CENTR_02,,clinical_form02.csv,FORM02,continuous
SLIDES02,,clinical_form02.csv,FORM02,continuous
DIFVEN02,,clinical_form02.csv,FORM02,continuous
HMTOMA02,,clinical_form02.csv,FORM02,continuous
FAINT02,,clinical_form02.csv,FORM02,continuous
OTHPRO02,,clinical_form02.csv,FORM02,continuous
REIMB02,,clinical_form02.csv,FORM02,continuous
VIS,,clinical_form02.csv,FORM02,continuous
VIS_SEQ,,clinical_form02.csv,FORM02,continuous
C40,,clinical_form02.csv,FORM02,categorical
RAND_ID,,clinical_form03.csv,FORM03,categorical
FORM,MSH Study Form,clinical_form03.csv,FORM03,continuous
REV,,clinical_form03.csv,FORM03,continuous
VISIT,,clinical_form03.csv,FORM03,categorical
VIS,,clinical_form03.csv,FORM03,continuous
VIS_DT,Visit Date (days since enrollment),clinical_form03.csv,FORM03,continuous
RACE,Ethnicity,clinical_form03.csv,FORM03,categorical
GENDER,Gender,clinical_form03.csv,FORM03,categorical
HOUSE,Residence type,clinical_form03.csv,FORM03,categorical
ROOMS,Number of rooms,clinical_form03.csv,FORM03,continuous
EDUCATN,Education,clinical_form03.csv,FORM03,categorical
INCOME_P,Personal income,clinical_form03.csv,FORM03,categorical
INCOME_H,Household income,clinical_form03.csv,FORM03,categorical
MARITAL,Marital status,clinical_form03.csv,FORM03,categorical
PERSONS,Persons in household,clinical_form03.csv,FORM03,continuous
PRIVINS,Private insurance,clinical_form03.csv,FORM03,categorical
MEDICARE,Medicare,clinical_form03.csv,FORM03,categorical
MEDICAID,Medicaid,clinical_form03.csv,FORM03,categorical
STATINS,State insurance,clinical_form03.csv,FORM03,categorical
EMPLYMNT,Employment status,clinical_form03.csv,FORM03,categorical
UNEMP_YR,,clinical_form03.csv,FORM03,continuous
EMP_5YRS,Employed in last 5 years,clinical_form03.csv,FORM03,categorical
OCCUPATN,Occupation,clinical_form03.csv,FORM03,categorical
INDUSTRY,Industry,clinical_form03.csv,FORM03,categorical
YRS_WRKD,Years worked,clinical_form03.csv,FORM03,continuous
MONTHS,,clinical_form03.csv,FORM03,continuous
ANN_WT,,clinical_form03.csv,FORM03,continuous
DRUG,,clinical_form03.csv,FORM03,categorical
RAND_ID,,clinical_form04.csv,FORM04,categorical
FORM,,clinical_form04.csv,FORM04,continuous
REV,,clinical_form04.csv,FORM04,continuous
VISIT,,clinical_form04.csv,FORM04,categorical
VIS,,clinical_form04.csv,FORM04,continuous
VIS_DT,Visit Date (days since enrollment),clinical_form04.csv,FORM04,continuous
PULSE,Pulse,clinical_form04.csv,FORM04,continuous
SBP,,clinical_form04.csv,FORM04,continuous
DBP,,clinical_form04.csv,FORM04,continuous
RESPRATE,Respirations/minute,clinical_form04.csv,FORM04,continuous
TEMP,Temperature (C),clinical_form04.csv,FORM04,continuous
WEIGHT,Weight (k),clinical_form04.csv,FORM04,continuous
HEIGHT,Height (cm),clinical_form04.csv,FORM04,continuous
SCLERAL,Scleral icterus,clinical_form04.csv,FORM04,categorical
LYMP_CER,Cervical lymphadenopathy,clinical_form04.csv,FORM04,categorical
LYMP_ANC,Axillary lymphadenopathy,clinical_form04.csv,FORM04,categorical
LYMP_GRN,Groin lymphadenopathy,clinical_form04.csv,FORM04,categorical
LYMP_OTH,Lymphadenopathy-Other,clinical_form04.csv,FORM04,categorical
LUNGCLR,Lung fields clear,clinical_form04.csv,FORM04,categorical
SINUS,Sinus rhythm,clinical_form04.csv,FORM04,categorical
S3GALLOP,S3 gallop,clinical_form04.csv,FORM04,categorical
MURMURS,Murmurs,clinical_form04.csv,FORM04,categorical
MURMTYPE,Murmur type,clinical_form04.csv,FORM04,categorical
LIVER,Liver span (cm),clinical_form04.csv,FORM04,continuous
LIV_RUQ,RUQ tenderness,clinical_form04.csv,FORM04,categorical
LIV_RLQ,RLQ tenderness,clinical_form04.csv,FORM04,categorical
LIV_LUQ,LUQ tenderness,clinical_form04.csv,FORM04,categorical
LIV_LLQ,LLQ tenderness,clinical_form04.csv,FORM04,categorical
SKINULCR,New skin ulcers,clinical_form04.csv,FORM04,categorical
EDEMA,Edema (extremities),clinical_form04.csv,FORM04,categorical
FISTULA,Pitting,clinical_form04.csv,FORM04,categorical
OLDULCRS,Old ulcer scars,clinical_form04.csv,FORM04,categorical
HERPZ_HX,Herpes zoster,clinical_form04.csv,FORM04,categorical
HERPS_HX,Herpes simplex,clinical_form04.csv,FORM04,categorical
CHPOX_HX,Chicken pox,clinical_form04.csv,FORM04,categorical
CHST_HX,Chest syndrome,clinical_form04.csv,FORM04,categorical
STROK_HX,Stroke,clinical_form04.csv,FORM04,categorical
CHF_HX,Congestive heart failure,clinical_form04.csv,FORM04,categorical
CPF_HX,Chronic pulmon failure,clinical_form04.csv,FORM04,categorical
OSTEO_HX,Osteomyelitis,clinical_form04.csv,FORM04,categorical
ULCR_HX,Leg ulcer,clinical_form04.csv,FORM04,categorical
CHOL_HX,Cholecystectomy,clinical_form04.csv,FORM04,categorical
NECF_HX,Necrosis of femur,clinical_form04.csv,FORM04,categorical
NECH_HX,Necrosis of humerus,clinical_form04.csv,FORM04,categorical
SKIN_HX,Skin abnormality,clinical_form04.csv,FORM04,categorical
HRLOS_HX,Hair loss,clinical_form04.csv,FORM04,categorical
GIDIS_HX,GI disturbance,clinical_form04.csv,FORM04,categorical
INDIG_HX,Indigestion,clinical_form04.csv,FORM04,categorical
NEOP_HX,Neoplasms,clinical_form04.csv,FORM04,categorical
BLEED_HX,Bleeding tendency,clinical_form04.csv,FORM04,categorical
HEMAT_HX,Hematuria,clinical_form04.csv,FORM04,categorical
PRIAP_HX,Priapism,clinical_form04.csv,FORM04,categorical
IMPOT_HX,Impotence,clinical_form04.csv,FORM04,categorical
DIURETIC,Diuretics,clinical_form04.csv,FORM04,categorical
ANTIHYP,Antihypertensives,clinical_form04.csv,FORM04,categorical
ASPIRIN,Aspirin,clinical_form04.csv,FORM04,categorical
NSAID,Anticonvulsants,clinical_form04.csv,FORM04,categorical
ANTICONV,Anticonvulsants,clinical_form04.csv,FORM04,categorical
HISTAM,Histamine H2 receptor antagonist,clinical_form04.csv,FORM04,categorical
IRON,Iron medication,clinical_form04.csv,FORM04,categorical
BIRTHCON,Birth control pill,clinical_form04.csv,FORM04,categorical
ACETAMIN,Acetaminophen,clinical_form04.csv,FORM04,categorical
BENZOD,Benzodiazapine,clinical_form04.csv,FORM04,categorical
THEOPHYL,Theophylline,clinical_form04.csv,FORM04,categorical
CBLK,CA channel blocker,clinical_form04.csv,FORM04,categorical
ANDROG,Androgen,clinical_form04.csv,FORM04,categorical
DEPOPRO,Depoprovera,clinical_form04.csv,FORM04,categorical
NORPLANT,Levonorgestrel,clinical_form04.csv,FORM04,categorical
ESTROG,Estrogen,clinical_form04.csv,FORM04,categorical
FLUOXET,Fluoxetine,clinical_form04.csv,FORM04,categorical
NEUROLEP,Neuroleptic,clinical_form04.csv,FORM04,categorical
ANTIDEPR,Antidepressant,clinical_form04.csv,FORM04,categorical
OTHR_MED,Other medication,clinical_form04.csv,FORM04,categorical
OTHR_RMK,,clinical_form04.csv,FORM04,categorical
GENDER,Gender,clinical_form04.csv,FORM04,categorical
bmi,Body Mass Index (BMI),clinical_form04.csv,FORM04,continuous
RAND_ID,,clinical_form05.csv,FORM05,categorical
FORM,,clinical_form05.csv,FORM05,continuous
REV,,clinical_form05.csv,FORM05,continuous
VISIT,,clinical_form05.csv,FORM05,categorical
VIS,,clinical_form05.csv,FORM05,continuous
VIS_DT,Visit Date (days since enrollment),clinical_form05.csv,FORM05,continuous
PAIN01,,clinical_form05.csv,FORM05,continuous
PAIN02,,clinical_form05.csv,FORM05,continuous
PAIN03,,clinical_form05.csv,FORM05,continuous
PAIN04,,clinical_form05.csv,FORM05,continuous
PAIN05,,clinical_form05.csv,FORM05,continuous
PAIN06,,clinical_form05.csv,FORM05,continuous
PAIN07,,clinical_form05.csv,FORM05,continuous
PAIN08,,clinical_form05.csv,FORM05,continuous
PAIN09,,clinical_form05.csv,FORM05,continuous
PAIN10,,clinical_form05.csv,FORM05,continuous
PAIN11,,clinical_form05.csv,FORM05,continuous
PAIN12,,clinical_form05.csv,FORM05,continuous
PAIN13,,clinical_form05.csv,FORM05,continuous
PAIN14,,clinical_form05.csv,FORM05,continuous
MEDS01,,clinical_form05.csv,FORM05,categorical
MEDS02,,clinical_form05.csv,FORM05,categorical
MEDS03,,clinical_form05.csv,FORM05,categorical
MEDS04,,clinical_form05.csv,FORM05,categorical
MEDS05,,clinical_form05.csv,FORM05,categorical
MEDS06,,clinical_form05.csv,FORM05,categorical
MEDS07,,clinical_form05.csv,FORM05,categorical
MEDS08,,clinical_form05.csv,FORM05,categorical
MEDS09,,clinical_form05.csv,FORM05,categorical
MEDS10,,clinical_form05.csv,FORM05,categorical
MEDS11,,clinical_form05.csv,FORM05,categorical
MEDS12,,clinical_form05.csv,FORM05,categorical
MEDS13,,clinical_form05.csv,FORM05,categorical
MEDS14,,clinical_form05.csv,FORM05,categorical
MDVIS01,,clinical_form05.csv,FORM05,categorical
MDVIS02,,clinical_form05.csv,FORM05,categorical
MDVIS03,,clinical_form05.csv,FORM05,categorical
MDVIS04,,clinical_form05.csv,FORM05,categorical
MDVIS05,,clinical_form05.csv,FORM05,categorical
MDVIS06,,clinical_form05.csv,FORM05,categorical
MDVIS07,,clinical_form05.csv,FORM05,categorical
MDVIS08,,clinical_form05.csv,FORM05,categorical
MDVIS09,,clinical_form05.csv,FORM05,categorical
MDVIS10,,clinical_form05.csv,FORM05,categorical
MDVIS11,,clinical_form05.csv,FORM05,categorical
MDVIS12,,clinical_form05.csv,FORM05,categorical
MDVIS13,,clinical_form05.csv,FORM05,categorical
MDVIS14,,clinical_form05.csv,FORM05,categorical
N_DAYS,,clinical_form05.csv,FORM05,continuous
SUM_MEDS,,clinical_form05.csv,FORM05,continuous
SUM_MVIS,,clinical_form05.csv,FORM05,continuous
AVG_PAIN,,clinical_form05.csv,FORM05,continuous
MAX_PAIN,,clinical_form05.csv,FORM05,continuous
MIN_PAIN,,clinical_form05.csv,FORM05,continuous
DRUG,,clinical_form05.csv,FORM05,continuous
RAND_ID,,clinical_form07.csv,FORM07,categorical
FORM,,clinical_form07.csv,FORM07,continuous
REV,,clinical_form07.csv,FORM07,continuous
CURCLIN,,clinical_form07.csv,FORM07,continuous
VISIT,,clinical_form07.csv,FORM07,categorical
VIS,,clinical_form07.csv,FORM07,continuous
VIS_DT,Visit Date (days since enrollment),clinical_form07.csv,FORM07,continuous
SC,,clinical_form07.csv,FORM07,continuous
OTHR_RMK,,clinical_form07.csv,FORM07,categorical
HB_PATRN,,clinical_form07.csv,FORM07,categorical
AHGB,,clinical_form07.csv,FORM07,continuous
AHGBLT15,,clinical_form07.csv,FORM07,continuous
SC_DIAG,,clinical_form07.csv,FORM07,continuous
RAND_ID,,clinical_form08.csv,FORM08,categorical
FORM,,clinical_form08.csv,FORM08,continuous
REV,,clinical_form08.csv,FORM08,continuous
VISIT,,clinical_form08.csv,FORM08,categorical
VIS_DT,Visit Date (days since enrollment),clinical_form08.csv,FORM08,continuous
INIT_DT,Initial Date (days since enrollment),clinical_form08.csv,FORM08,continuous
RAND_ID,,clinical_form09.csv,FORM09,categorical
FORM,,clinical_form09.csv,FORM09,continuous
REV,,clinical_form09.csv,FORM09,continuous
VISIT,,clinical_form09.csv,FORM09,categorical
VIS_DT,Visit Date (days since enrollment),clinical_form09.csv,FORM09,continuous
PREG_STP,,clinical_form09.csv,FORM09,categorical
TRAN_STP,,clinical_form09.csv,FORM09,categorical
ANY_STOP,,clinical_form09.csv,FORM09,categorical
BLOODS,,clinical_form09.csv,FORM09,categorical
NOVENA,,clinical_form09.csv,FORM09,categorical
PATREF,,clinical_form09.csv,FORM09,categorical
R_HEM,,clinical_form09.csv,FORM09,categorical
B_HEM,,clinical_form09.csv,FORM09,categorical
S_HEM,,clinical_form09.csv,FORM09,categorical
SERUM,,clinical_form09.csv,FORM09,categorical
CENTR,,clinical_form09.csv,FORM09,categorical
SLIDE,,clinical_form09.csv,FORM09,categorical
DNA,,clinical_form09.csv,FORM09,categorical
DIFVEN,,clinical_form09.csv,FORM09,categorical
HEMATO,,clinical_form09.csv,FORM09,categorical
FAINT,,clinical_form09.csv,FORM09,categorical
O_PROB,,clinical_form09.csv,FORM09,categorical
S_PROB,,clinical_form09.csv,FORM09,categorical
TRT_STRT,,clinical_form09.csv,FORM09,categorical
DIARY,,clinical_form09.csv,FORM09,continuous
TRAVEL,,clinical_form09.csv,FORM09,continuous
VIS,,clinical_form09.csv,FORM09,continuous
RAND_ID,,clinical_form11.csv,FORM11,categorical
FORM,,clinical_form11.csv,FORM11,continuous
REV,,clinical_form11.csv,FORM11,continuous
VISIT,,clinical_form11.csv,FORM11,categorical
VIS,,clinical_form11.csv,FORM11,continuous
VIS_DT,Visit Date (days since enrollment),clinical_form11.csv,FORM11,continuous
SF_1,SF-36 #1. General health now,clinical_form11.csv,FORM11,continuous
SF_2,SF-36 #2. Gen hlth comp 1 yr ago,clinical_form11.csv,FORM11,continuous
SF_3A,SF-36 #3a. Hlth limit vigorous activity,clinical_form11.csv,FORM11,continuous
SF_3B,SF-36 #3b. Hlth limit moderate activity,clinical_form11.csv,FORM11,continuous
SF_3C,SF-36 #3c. Hlth limit lifting/carrying,clinical_form11.csv,FORM11,continuous
SF_3D,SF-36 #3d. Hlth limit climbing several,clinical_form11.csv,FORM11,continuous
SF_3E,SF-36 #3e. Hlth limit climbing 1 flight,clinical_form11.csv,FORM11,continuous
SF_3F,SF-36 #3f. Hlth limit bend/kneel/stoop,clinical_form11.csv,FORM11,continuous
SF_3G,SF-36 #3g. Hlth limit walking 1 mile,clinical_form11.csv,FORM11,continuous
SF_3H,SF-36 #3h. Hlth limit walking blocks,clinical_form11.csv,FORM11,continuous
SF_3I,SF-36 #3i. Hlth limit walking 1 block,clinical_form11.csv,FORM11,continuous
SF_3J,SF-36 #3j. Hlth limit bathing/dressing,clinical_form11.csv,FORM11,continuous
SF_4A,SF-36 #4a. Health affect time working,clinical_form11.csv,FORM11,continuous
SF_4B,SF-36 #4b. Health affect less accomplish,clinical_form11.csv,FORM11,continuous
SF_4C,SF-36 #4c. Health affect kind of work,clinical_form11.csv,FORM11,continuous
SF_4D,SF-36 #4d. Health affect difficulty,clinical_form11.csv,FORM11,continuous
SF_5A,SF-36 #5a. Emotion affect time working,clinical_form11.csv,FORM11,continuous
SF_5B,SF-36 #5b. Emotion affect less accompl,clinical_form11.csv,FORM11,continuous
SF_5C,SF-36 #5c. Emotion affect kind of work,clinical_form11.csv,FORM11,continuous
SF_6,SF-36 #6.  Health/emotion on social act,clinical_form11.csv,FORM11,continuous
SF_7,SF-36 #7.  Bodily pain,clinical_form11.csv,FORM11,continuous
SF_8,SF-36 #8.  Pain interfere with work,clinical_form11.csv,FORM11,continuous
SF_9A,SF-36 #9a. Full of pep,clinical_form11.csv,FORM11,continuous
SF_9B,SF-36 #9b. Very nervous,clinical_form11.csv,FORM11,continuous
SF_9C,SF-36 #9c. Down in the dumps,clinical_form11.csv,FORM11,continuous
SF_9D,SF-36 #9d. Calm and peaceful,clinical_form11.csv,FORM11,continuous
SF_9E,SF-36 #9e. Lot of energy,clinical_form11.csv,FORM11,continuous
SF_9F,SF-36 #9f. Downhearted and blue,clinical_form11.csv,FORM11,continuous
SF_9G,SF-36 #9g. Worn out,clinical_form11.csv,FORM11,continuous
SF_9H,SF-36 #9h. Happy,clinical_form11.csv,FORM11,continuous
